Name,Year,Genre,Run_time,Rating,Meta_score,Director_cast,Votes,Vote_gross
Rebel Without a Cause,(1955),"
Drama            ",111 min,"

7.7
",89        ,"
    Director:
Nicholas Ray
| 
    Stars:
James Dean, 
Natalie Wood, 
Sal Mineo, 
Jim Backus
","84,449","
Votes:
84,449
"
The Ladykillers,(1955),"
Comedy, Crime            ",91 min,"

7.7
",91        ,"
    Director:
Alexander Mackendrick
| 
    Stars:
Alec Guinness, 
Peter Sellers, 
Cecil Parker, 
Herbert Lom
","26,938","
Votes:
26,938
"
Sabrina,(1954),"
Comedy, Drama, Romance            ",113 min,"

7.7
",72        ,"
    Director:
Billy Wilder
| 
    Stars:
Humphrey Bogart, 
Audrey Hepburn, 
William Holden, 
Walter Hampden
","60,154","
Votes:
60,154
"
The Quiet Man,(1952),"
Comedy, Drama, Romance            ",129 min,"

7.7
",,"
    Director:
John Ford
| 
    Stars:
John Wayne, 
Maureen O'Hara, 
Barry Fitzgerald, 
Ward Bond
","35,442","
Votes:
35,442
| Gross:
$10.55M
"
The Day the Earth Stood Still,(1951),"
Drama, Sci-Fi            ",92 min,"

7.7
",,"
    Director:
Robert Wise
| 
    Stars:
Michael Rennie, 
Patricia Neal, 
Hugh Marlowe, 
Sam Jaffe
","76,683","
Votes:
76,683
"
The African Queen,(1951),"
Adventure, Drama, Romance            ",105 min,"

7.7
",91        ,"
    Director:
John Huston
| 
    Stars:
Humphrey Bogart, 
Katharine Hepburn, 
Robert Morley, 
Peter Bull
","72,220","
Votes:
72,220
| Gross:
$0.54M
"
Gilda,(1946),"
Drama, Film-Noir, Romance            ",110 min,"

7.7
",,"
    Director:
Charles Vidor
| 
    Stars:
Rita Hayworth, 
Glenn Ford, 
George Macready, 
Joseph Calleia
","28,380","
Votes:
28,380
"
Fantasia,(1940),"
Animation, Family, Fantasy            ",125 min,"

7.7
",96        ,"
    Directors:
James Algar, 
Samuel Armstrong, 
Ford Beebe Jr., 
Norman Ferguson, 
David Hand, 
Jim Handley, 
T. Hee, 
Wilfred Jackson, 
Hamilton Luske, 
Bill Roberts, 
Paul Satterfield, 
Ben Sharpsteen
| 
    Stars:
Leopold Stokowski, 
Deems Taylor, 
The Philadelphia Orchestra, 
Corey Burton
","89,606","
Votes:
89,606
| Gross:
$76.41M
"
The Invisible Man,(1933),"
Horror, Sci-Fi            ",71 min,"

7.7
",87        ,"
    Director:
James Whale
| 
    Stars:
Claude Rains, 
Gloria Stuart, 
William Harrigan, 
Henry Travers
","31,185","
Votes:
31,185
"
Dark Waters,(2019),"
Biography, Drama, History            ",126 min,"

7.6
",73        ,"
    Director:
Todd Haynes
| 
    Stars:
Mark Ruffalo, 
Anne Hathaway, 
Tim Robbins, 
Bill Pullman
","66,100","
Votes:
66,100
"
Searching,(III) (2018),"
Drama, Mystery, Thriller            ",102 min,"

7.6
",71        ,"
    Director:
Aneesh Chaganty
| 
    Stars:
John Cho, 
Debra Messing, 
Joseph Lee, 
Michelle La
","144,000","
Votes:
144,000
| Gross:
$26.02M
"
Once Upon a Time... in Hollywood,(2019),"
Comedy, Drama            ",161 min,"

7.6
",83        ,"
    Director:
Quentin Tarantino
| 
    Stars:
Leonardo DiCaprio, 
Brad Pitt, 
Margot Robbie, 
Emile Hirsch
","572,662","
Votes:
572,662
| Gross:
$142.50M
"
Nelyubov,(2017),"
Drama            ",127 min,"

7.6
",86        ,"
    Director:
Andrey Zvyagintsev
| 
    Stars:
Maryana Spivak, 
Aleksey Rozin, 
Matvey Novikov, 
Marina Vasileva
","30,396","
Votes:
30,396
| Gross:
$0.57M
"
The Florida Project,(2017),"
Drama            ",111 min,"

7.6
",92        ,"
    Director:
Sean Baker
| 
    Stars:
Brooklynn Prince, 
Bria Vinaite, 
Willem Dafoe, 
Christopher Rivera
","97,779","
Votes:
97,779
| Gross:
$5.90M
"
Just Mercy,(2019),"
Biography, Crime, Drama            ",137 min,"

7.6
",68        ,"
    Director:
Destin Daniel Cretton
| 
    Stars:
Michael B. Jordan, 
Jamie Foxx, 
Brie Larson, 
Charlie Pye Jr.
","50,087","
Votes:
50,087
"
Gifted,(2017),"
Drama            ",101 min,"

7.6
",,"
    Director:
Marc Webb
| 
    Stars:
Chris Evans, 
Mckenna Grace, 
Lindsay Duncan, 
Octavia Spencer
","102,341","
Votes:
102,341
| Gross:
$24.80M
"
The Peanut Butter Falcon,(2019),"
Adventure, Comedy, Drama            ",97 min,"

7.6
",70        ,"
    Directors:
Tyler Nilson, 
Michael Schwartz
| 
    Stars:
Zack Gottsagen, 
Ann Owens, 
Dakota Johnson, 
Bruce Dern
","69,959","
Votes:
69,959
| Gross:
$13.12M
"
Victoria,(II) (2015),"
Crime, Drama, Romance            ",138 min,"

7.6
",77        ,"
    Director:
Sebastian Schipper
| 
    Stars:
Laia Costa, 
Frederick Lau, 
Franz Rogowski, 
Burak Yigit
","54,015","
Votes:
54,015
"
Mustang,(2015),"
Drama            ",97 min,"

7.6
",83        ,"
    Director:
Deniz Gamze Ergüven
| 
    Stars:
Günes Sensoy, 
Doga Zeynep Doguslu, 
Tugba Sunguroglu, 
Elit Iscan
","36,365","
Votes:
36,365
| Gross:
$0.85M
"
Guardians of the Galaxy Vol. 2,(2017),"
Action, Adventure, Comedy            ",136 min,"

7.6
",67        ,"
    Director:
James Gunn
| 
    Stars:
Chris Pratt, 
Zoe Saldana, 
Dave Bautista, 
Vin Diesel
","582,326","
Votes:
582,326
| Gross:
$389.81M
"
Baby Driver,(2017),"
Action, Crime, Drama            ",113 min,"

7.6
",86        ,"
    Director:
Edgar Wright
| 
    Stars:
Ansel Elgort, 
Jon Bernthal, 
Jon Hamm, 
Eiza González
","449,247","
Votes:
449,247
| Gross:
$107.83M
"
Only the Brave,(2017),"
Action, Biography, Drama            ",134 min,"

7.6
",72        ,"
    Director:
Joseph Kosinski
| 
    Stars:
Josh Brolin, 
Miles Teller, 
Jeff Bridges, 
Jennifer Connelly
","59,983","
Votes:
59,983
| Gross:
$18.34M
"
Bridge of Spies,(2015),"
Drama, History, Thriller            ",142 min,"

7.6
",81        ,"
    Director:
Steven Spielberg
| 
    Stars:
Tom Hanks, 
Mark Rylance, 
Alan Alda, 
Amy Ryan
","291,410","
Votes:
291,410
| Gross:
$72.31M
"
Incredibles 2,(2018),"
Animation, Action, Adventure            ",118 min,"

7.6
",80        ,"
    Director:
Brad Bird
| 
    Stars:
Craig T. Nelson, 
Holly Hunter, 
Sarah Vowell, 
Huck Milner
","255,855","
Votes:
255,855
| Gross:
$608.58M
"
Moana,(I) (2016),"
Animation, Adventure, Comedy            ",107 min,"

7.6
",81        ,"
    Directors:
Ron Clements, 
John Musker, 
Don Hall, 
Chris Williams
| 
    Stars:
Auli'i Cravalho, 
Dwayne Johnson, 
Rachel House, 
Temuera Morrison
","279,551","
Votes:
279,551
| Gross:
$248.76M
"
Sicario,(2015),"
Action, Crime, Drama            ",121 min,"

7.6
",82        ,"
    Director:
Denis Villeneuve
| 
    Stars:
Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal
","377,738","
Votes:
377,738
| Gross:
$46.89M
"
Creed,(II) (2015),"
Drama, Sport            ",133 min,"

7.6
",82        ,"
    Director:
Ryan Coogler
| 
    Stars:
Michael B. Jordan, 
Sylvester Stallone, 
Tessa Thompson, 
Phylicia Rashad
","250,535","
Votes:
250,535
| Gross:
$109.77M
"
Leviafan,(2014),"
Crime, Drama            ",140 min,"

7.6
",92        ,"
    Director:
Andrey Zvyagintsev
| 
    Stars:
Aleksey Serebryakov, 
Elena Lyadova, 
Roman Madyanov, 
Vladimir Vdovichenkov
","50,097","
Votes:
50,097
| Gross:
$1.09M
"
Hell or High Water,(II) (2016),"
Action, Crime, Drama            ",102 min,"

7.6
",88        ,"
    Director:
David Mackenzie
| 
    Stars:
Chris Pine, 
Ben Foster, 
Jeff Bridges, 
Gil Birmingham
","207,252","
Votes:
207,252
| Gross:
$26.86M
"
Philomena,(2013),"
Biography, Comedy, Drama            ",98 min,"

7.6
",77        ,"
    Director:
Stephen Frears
| 
    Stars:
Judi Dench, 
Steve Coogan, 
Sophie Kennedy Clark, 
Mare Winningham
","95,047","
Votes:
95,047
| Gross:
$37.71M
"
Dawn of the Planet of the Apes,(2014),"
Action, Adventure, Drama            ",130 min,"

7.6
",79        ,"
    Director:
Matt Reeves
| 
    Stars:
Gary Oldman, 
Keri Russell, 
Andy Serkis, 
Kodi Smit-McPhee
","414,651","
Votes:
414,651
| Gross:
$208.55M
"
El cuerpo,(2012),"
Mystery, Thriller            ",112 min,"

7.6
",,"
    Director:
Oriol Paulo
| 
    Stars:
Jose Coronado, 
Hugo Silva, 
Belén Rueda, 
Aura Garrido
","59,078","
Votes:
59,078
"
Serbuan maut,(2011),"
Action, Thriller            ",101 min,"

7.6
",73        ,"
    Director:
Gareth Evans
| 
    Stars:
Iko Uwais, 
Ananda George, 
Ray Sahetapy, 
Donny Alamsyah
","192,187","
Votes:
192,187
| Gross:
$4.11M
"
End of Watch,(2012),"
Action, Crime, Drama            ",109 min,"

7.6
",68        ,"
    Director:
David Ayer
| 
    Stars:
Jake Gyllenhaal, 
Michael Peña, 
Anna Kendrick, 
America Ferrera
","230,258","
Votes:
230,258
| Gross:
$41.00M
"
Kari-gurashi no Arietti,(2010),"
Animation, Adventure, Family            ",94 min,"

7.6
",80        ,"
    Director:
Hiromasa Yonebayashi
| 
    Stars:
Amy Poehler, 
Will Arnett, 
Mirai Shida, 
Ryûnosuke Kamiki
","82,718","
Votes:
82,718
| Gross:
$19.20M
"
A Star Is Born,(2018),"
Drama, Music, Romance            ",136 min,"

7.6
",88        ,"
    Director:
Bradley Cooper
| 
    Stars:
Lady Gaga, 
Bradley Cooper, 
Sam Elliott, 
Greg Grunberg
","342,265","
Votes:
342,265
| Gross:
$215.29M
"
True Grit,(2010),"
Drama, Western            ",110 min,"

7.6
",80        ,"
    Directors:
Ethan Coen, 
Joel Coen
| 
    Stars:
Jeff Bridges, 
Matt Damon, 
Hailee Steinfeld, 
Josh Brolin
","315,646","
Votes:
315,646
| Gross:
$171.24M
"
Hævnen,(2010),"
Drama, Romance            ",118 min,"

7.6
",65        ,"
    Director:
Susanne Bier
| 
    Stars:
Mikael Persbrandt, 
Trine Dyrholm, 
Markus Rygaard, 
Wil Johnson
","38,734","
Votes:
38,734
| Gross:
$1.01M
"
Despicable Me,(2010),"
Animation, Comedy, Crime            ",95 min,"

7.6
",72        ,"
    Directors:
Pierre Coffin, 
Chris Renaud
| 
    Stars:
Steve Carell, 
Jason Segel, 
Russell Brand, 
Julie Andrews
","505,632","
Votes:
505,632
| Gross:
$251.51M
"
50/50,(2011),"
Comedy, Drama, Romance            ",100 min,"

7.6
",72        ,"
    Director:
Jonathan Levine
| 
    Stars:
Joseph Gordon-Levitt, 
Seth Rogen, 
Anna Kendrick, 
Bryce Dallas Howard
","317,277","
Votes:
317,277
| Gross:
$35.01M
"
Kick-Ass,(2010),"
Action, Comedy, Crime            ",117 min,"

7.6
",66        ,"
    Director:
Matthew Vaughn
| 
    Stars:
Aaron Taylor-Johnson, 
Nicolas Cage, 
Chloë Grace Moretz, 
Garrett M. Brown
","528,872","
Votes:
528,872
| Gross:
$48.07M
"
Celda 211,(2009),"
Action, Adventure, Crime            ",113 min,"

7.6
",,"
    Director:
Daniel Monzón
| 
    Stars:
Luis Tosar, 
Alberto Ammann, 
Antonio Resines, 
Manuel Morón
","64,426","
Votes:
64,426
"
Moneyball,(2011),"
Biography, Drama, Sport            ",133 min,"

7.6
",87        ,"
    Director:
Bennett Miller
| 
    Stars:
Brad Pitt, 
Robin Wright, 
Jonah Hill, 
Philip Seymour Hoffman
","376,379","
Votes:
376,379
| Gross:
$75.61M
"
La piel que habito,(2011),"
Drama, Horror, Thriller            ",120 min,"

7.6
",70        ,"
    Director:
Pedro Almodóvar
| 
    Stars:
Antonio Banderas, 
Elena Anaya, 
Jan Cornet, 
Marisa Paredes
","140,934","
Votes:
140,934
| Gross:
$3.19M
"
Zombieland,(2009),"
Adventure, Comedy, Fantasy            ",88 min,"

7.6
",73        ,"
    Director:
Ruben Fleischer
| 
    Stars:
Jesse Eisenberg, 
Emma Stone, 
Woody Harrelson, 
Abigail Breslin
","524,767","
Votes:
524,767
| Gross:
$75.59M
"
Die Welle,(2008),"
Drama, Thriller            ",107 min,"

7.6
",,"
    Director:
Dennis Gansel
| 
    Stars:
Jürgen Vogel, 
Frederick Lau, 
Max Riemelt, 
Jennifer Ulrich
","103,885","
Votes:
103,885
"
Sherlock Holmes,(2009),"
Action, Adventure, Mystery            ",128 min,"

7.6
",,"
    Director:
Guy Ritchie
| 
    Stars:
Robert Downey Jr., 
Jude Law, 
Rachel McAdams, 
Mark Strong
","588,075","
Votes:
588,075
| Gross:
$209.03M
"
The Blind Side,(2009),"
Biography, Drama, Sport            ",129 min,"

7.6
",,"
    Director:
John Lee Hancock
| 
    Stars:
Quinton Aaron, 
Sandra Bullock, 
Tim McGraw, 
Jae Head
","297,144","
Votes:
297,144
| Gross:
$255.96M
"
Seven Pounds,(2008),"
Drama            ",123 min,"

7.6
",,"
    Director:
Gabriele Muccino
| 
    Stars:
Will Smith, 
Rosario Dawson, 
Woody Harrelson, 
Michael Ealy
","288,937","
Votes:
288,937
| Gross:
$69.95M
"
Eastern Promises,(2007),"
Action, Crime, Drama            ",100 min,"

7.6
",82        ,"
    Director:
David Cronenberg
| 
    Stars:
Naomi Watts, 
Viggo Mortensen, 
Armin Mueller-Stahl, 
Josef Altin
","230,068","
Votes:
230,068
| Gross:
$17.11M
"
Stardust,(2007),"
Adventure, Family, Fantasy            ",127 min,"

7.6
",66        ,"
    Director:
Matthew Vaughn
| 
    Stars:
Charlie Cox, 
Claire Danes, 
Sienna Miller, 
Ian McKellen
","257,488","
Votes:
257,488
| Gross:
$38.63M
"
The Secret of Kells,(2009),"
Animation, Adventure, Family            ",71 min,"

7.6
",81        ,"
    Directors:
Tomm Moore, 
Nora Twomey
| 
    Stars:
Evan McGuire, 
Brendan Gleeson, 
Mick Lally, 
Christen Mooney
","32,586","
Votes:
32,586
| Gross:
$0.69M
"
Inside Man,(2006),"
Crime, Drama, Mystery            ",129 min,"

7.6
",76        ,"
    Director:
Spike Lee
| 
    Stars:
Denzel Washington, 
Clive Owen, 
Jodie Foster, 
Christopher Plummer
","345,002","
Votes:
345,002
| Gross:
$88.51M
"
Gone Baby Gone,(2007),"
Crime, Drama, Mystery            ",114 min,"

7.6
",72        ,"
    Director:
Ben Affleck
| 
    Stars:
Morgan Freeman, 
Ed Harris, 
Casey Affleck, 
Michelle Monaghan
","253,372","
Votes:
253,372
| Gross:
$20.30M
"
La Vie En Rose,(2007),"
Biography, Drama, Music            ",140 min,"

7.6
",66        ,"
    Director:
Olivier Dahan
| 
    Stars:
Marion Cotillard, 
Sylvie Testud, 
Pascal Greggory, 
Emmanuelle Seigner
","83,389","
Votes:
83,389
| Gross:
$10.30M
"
Huo Yuan Jia,(2006),"
Action, Biography, Drama            ",104 min,"

7.6
",70        ,"
    Director:
Ronny Yu
| 
    Stars:
Jet Li, 
Li Sun, 
Yong Dong, 
Yun Qu
","73,243","
Votes:
73,243
| Gross:
$24.63M
"
The Illusionist,(2006),"
Drama, Fantasy, Mystery            ",110 min,"

7.6
",68        ,"
    Director:
Neil Burger
| 
    Stars:
Edward Norton, 
Jessica Biel, 
Paul Giamatti, 
Rufus Sewell
","356,926","
Votes:
356,926
| Gross:
$39.87M
"
Dead Man's Shoes,(2004),"
Crime, Drama, Thriller            ",90 min,"

7.6
",,"
    Director:
Shane Meadows
| 
    Stars:
Paddy Considine, 
Gary Stretch, 
Toby Kebbell, 
Stuart Wolfenden
","50,187","
Votes:
50,187
| Gross:
$0.01M
"
Harry Potter and the Half-Blood Prince,(2009),"
Action, Adventure, Family            ",153 min,"

7.6
",78        ,"
    Director:
David Yates
| 
    Stars:
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Michael Gambon
","483,128","
Votes:
483,128
| Gross:
$301.96M
"
300,(2006),"
Action, Drama            ",117 min,"

7.6
",,"
    Director:
Zack Snyder
| 
    Stars:
Gerard Butler, 
Lena Headey, 
David Wenham, 
Dominic West
","740,230","
Votes:
740,230
| Gross:
$210.61M
"
Match Point,(2005),"
Drama, Romance, Thriller            ",124 min,"

7.6
",72        ,"
    Director:
Woody Allen
| 
    Stars:
Scarlett Johansson, 
Jonathan Rhys Meyers, 
Emily Mortimer, 
Matthew Goode
","207,864","
Votes:
207,864
| Gross:
$23.09M
"
Watchmen,(2009),"
Action, Drama, Mystery            ",162 min,"

7.6
",,"
    Director:
Zack Snyder
| 
    Stars:
Jackie Earle Haley, 
Patrick Wilson, 
Carla Gugino, 
Malin Akerman
","511,294","
Votes:
511,294
| Gross:
$107.51M
"
Lord of War,(2005),"
Action, Crime, Drama            ",122 min,"

7.6
",62        ,"
    Director:
Andrew Niccol
| 
    Stars:
Nicolas Cage, 
Ethan Hawke, 
Jared Leto, 
Bridget Moynahan
","296,412","
Votes:
296,412
| Gross:
$24.15M
"
Saw,(2004),"
Horror, Mystery, Thriller            ",103 min,"

7.6
",,"
    Director:
James Wan
| 
    Stars:
Cary Elwes, 
Leigh Whannell, 
Danny Glover, 
Ken Leung
","382,866","
Votes:
382,866
| Gross:
$56.00M
"
"Synecdoche, New York",(2008),"
Drama            ",124 min,"

7.6
",67        ,"
    Director:
Charlie Kaufman
| 
    Stars:
Philip Seymour Hoffman, 
Samantha Morton, 
Michelle Williams, 
Catherine Keener
","84,548","
Votes:
84,548
| Gross:
$3.08M
"
Mysterious Skin,(2004),"
Drama            ",105 min,"

7.6
",73        ,"
    Director:
Gregg Araki
| 
    Stars:
Brady Corbet, 
Joseph Gordon-Levitt, 
Elisabeth Shue, 
Chase Ellison
","66,351","
Votes:
66,351
| Gross:
$0.70M
"
Un long dimanche de fiançailles,(2004),"
Drama, Mystery, Romance            ",133 min,"

7.6
",76        ,"
    Director:
Jean-Pierre Jeunet
| 
    Stars:
Audrey Tautou, 
Gaspard Ulliel, 
Jodie Foster, 
Dominique Pinon
","71,282","
Votes:
71,282
| Gross:
$6.17M
"
The Station Agent,(2003),"
Comedy, Drama            ",89 min,"

7.6
",81        ,"
    Director:
Tom McCarthy
| 
    Stars:
Peter Dinklage, 
Patricia Clarkson, 
Bobby Cannavale, 
Paul Benjamin
","67,758","
Votes:
67,758
| Gross:
$5.74M
"
21 Grams,(2003),"
Crime, Drama, Thriller            ",124 min,"

7.6
",70        ,"
    Director:
Alejandro G. Iñárritu
| 
    Stars:
Sean Penn, 
Benicio Del Toro, 
Naomi Watts, 
Danny Huston
","226,166","
Votes:
226,166
| Gross:
$16.29M
"
Boksuneun naui geot,(2002),"
Crime, Drama, Thriller            ",129 min,"

7.6
",,"
    Director:
Chan-wook Park
| 
    Stars:
Kang-ho Song, 
Shin Ha-kyun, 
Bae Doona, 
Ji-Eun Lim
","63,579","
Votes:
63,579
| Gross:
$0.05M
"
Finding Neverland,(2004),"
Biography, Drama, Family            ",106 min,"

7.6
",67        ,"
    Director:
Marc Forster
| 
    Stars:
Johnny Depp, 
Kate Winslet, 
Julie Christie, 
Radha Mitchell
","199,859","
Votes:
199,859
| Gross:
$51.68M
"
25th Hour,(2002),"
Drama            ",135 min,"

7.6
",68        ,"
    Director:
Spike Lee
| 
    Stars:
Edward Norton, 
Barry Pepper, 
Philip Seymour Hoffman, 
Rosario Dawson
","170,804","
Votes:
170,804
| Gross:
$13.06M
"
The Butterfly Effect,(2004),"
Drama, Sci-Fi, Thriller            ",113 min,"

7.6
",,"
    Directors:
Eric Bress, 
J. Mackye Gruber
| 
    Stars:
Ashton Kutcher, 
Amy Smart, 
Melora Walters, 
Elden Henson
","455,208","
Votes:
455,208
| Gross:
$57.94M
"
28 Days Later...,(2002),"
Drama, Horror, Sci-Fi            ",113 min,"

7.6
",73        ,"
    Director:
Danny Boyle
| 
    Stars:
Cillian Murphy, 
Naomie Harris, 
Christopher Eccleston, 
Alex Palmer
","380,396","
Votes:
380,396
| Gross:
$45.06M
"
Batoru rowaiaru,(2000),"
Action, Adventure, Drama            ",114 min,"

7.6
",81        ,"
    Director:
Kinji Fukasaku
| 
    Stars:
Tatsuya Fujiwara, 
Aki Maeda, 
Tarô Yamamoto, 
Takeshi Kitano
","170,496","
Votes:
170,496
"
The Royal Tenenbaums,(2001),"
Comedy, Drama            ",110 min,"

7.6
",76        ,"
    Director:
Wes Anderson
| 
    Stars:
Gene Hackman, 
Gwyneth Paltrow, 
Anjelica Huston, 
Ben Stiller
","270,083","
Votes:
270,083
| Gross:
$52.36M
"
Y tu mamá también,(2001),"
Drama            ",106 min,"

7.6
",88        ,"
    Director:
Alfonso Cuarón
| 
    Stars:
Maribel Verdú, 
Gael García Bernal, 
Daniel Giménez Cacho, 
Ana López Mercado
","116,908","
Votes:
116,908
| Gross:
$13.62M
"
Harry Potter and the Sorcerer's Stone,(2001),"
Adventure, Family, Fantasy            ",152 min,"

7.6
",64        ,"
    Director:
Chris Columbus
| 
    Stars:
Daniel Radcliffe, 
Rupert Grint, 
Richard Harris, 
Maggie Smith
","669,900","
Votes:
669,900
| Gross:
$317.58M
"
The Others,(2001),"
Horror, Mystery, Thriller            ",101 min,"

7.6
",74        ,"
    Director:
Alejandro Amenábar
| 
    Stars:
Nicole Kidman, 
Christopher Eccleston, 
Fionnula Flanagan, 
Alakina Mann
","341,327","
Votes:
341,327
| Gross:
$96.52M
"
Blow,(2001),"
Biography, Crime, Drama            ",124 min,"

7.6
",,"
    Director:
Ted Demme
| 
    Stars:
Johnny Depp, 
Penélope Cruz, 
Franka Potente, 
Rachel Griffiths
","243,069","
Votes:
243,069
| Gross:
$52.99M
"
Enemy at the Gates,(2001),"
Drama, History, War            ",131 min,"

7.6
",,"
    Director:
Jean-Jacques Annaud
| 
    Stars:
Jude Law, 
Ed Harris, 
Joseph Fiennes, 
Rachel Weisz
","246,007","
Votes:
246,007
| Gross:
$51.40M
"
Minority Report,(2002),"
Action, Crime, Mystery            ",145 min,"

7.6
",80        ,"
    Director:
Steven Spielberg
| 
    Stars:
Tom Cruise, 
Colin Farrell, 
Samantha Morton, 
Max von Sydow
","513,176","
Votes:
513,176
| Gross:
$132.07M
"
American Psycho,(2000),"
Comedy, Crime, Drama            ",101 min,"

7.6
",64        ,"
    Director:
Mary Harron
| 
    Stars:
Christian Bale, 
Justin Theroux, 
Josh Lucas, 
Bill Sage
","502,209","
Votes:
502,209
| Gross:
$15.07M
"
Lola rennt,(1998),"
Crime, Drama, Thriller            ",81 min,"

7.6
",77        ,"
    Director:
Tom Tykwer
| 
    Stars:
Franka Potente, 
Moritz Bleibtreu, 
Herbert Knaup, 
Nina Petri
","189,565","
Votes:
189,565
| Gross:
$7.27M
"
The Thin Red Line,(1998),"
Drama, War            ",170 min,"

7.6
",78        ,"
    Director:
Terrence Malick
| 
    Stars:
Jim Caviezel, 
Sean Penn, 
Nick Nolte, 
Kirk Acevedo
","174,780","
Votes:
174,780
| Gross:
$36.40M
"
Mulan,(1998),"
Animation, Adventure, Family            ",88 min,"

7.6
",71        ,"
    Directors:
Tony Bancroft, 
Barry Cook
| 
    Stars:
Ming-Na Wen, 
Eddie Murphy, 
BD Wong, 
Miguel Ferrer
","260,506","
Votes:
260,506
| Gross:
$120.62M
"
